Algorithm: Prim's MST
42504 64891 51
17685 64893 51
64893 5580 17
77724 64898 51
62998 65138 51
57362 65141 51
37119 65186 51
59829 65346 51
47785 65357 51
12781 65423 51
8312 65934 51
65934 73203 5
16238 65937 51
82999 66052 51
17771 66101 51
48865 66169 51
66169 74937 9
74937 78255 16
21745 66293 51
66293 89322 38
40948 66304 51
77058 66364 51
44831 66468 51
66468 40010 6
40010 23623 13
23623 81313 44
40010 84375 45
40010 11118 49
11118 87633 37
87633 28457 37
33844 66643 51
95836 66664 51
74607 66767 51
63048 66794 51
4812 67219 51
67442 67259 51
12676 67402 51
67402 61499 38
67402 75044 39
75044 83773 5
75044 12783 13
45285 67652 51
21793 68298 51
42313 68408 51
68408 92100 5
35747 68730 51
50437 68844 51
66797 69092 51
49601 69268 51
50232 69289 51
66460 69310 51
68823 69392 51
36243 69441 51
31020 69459 51
42601 69717 51
73687 69745 51
69745 42900 37
42900 32934 1
86514 69777 51
64389 69791 51
812 69913 51
1158 70092 51
70092 48703 32
19542 70190 51
70190 92277 11
2023 70196 51
40678 70291 51
48264 70369 51
3520 70547 51
70547 84090 21
33827 70633 51
51441 70655 51
70856 70779 51
70779 45965 27
11717 70817 51
99460 70882 51
39095 70883 51
70883 62711 28
47700 70893 51
82612 71002 51
4342 71078 51
71078 69321 43
69321 25817 13
10159 71096 51
76489 71205 51
71205 91398 24
9189 71247 51
18461 71444 51
71444 80663 27
1498 71645 51
51972 71734 51
69771 71848 51
38417 72055 51
47424 72153 51
72153 35258 33
95084 72273 51
72273 6965 35
1105 72274 51
884 72287 51
72287 75789 33
12764 73160 51
22061 73303 51
2474 73880 51
47080 73890 51
5270 74029 51
74029 89498 20
55214 74125 51
74027 74478 51
74478 30081 31
71955 74540 51
83098 74552 51
25174 74585 51
70486 74591 51
74591 55038 33
74591 31618 40
51868 74771 51
24287 74841 51
46116 74874 51
27765 75306 51
91769 75327 51
45998 75500 51
43939 75680 51
23544 75884 51
4875 75906 51
63917 76144 51
76144 76737 47
76737 33326 34
47636 76182 51
34057 76266 51
76266 25531 2
76266 31906 44
24757 76304 51
76304 79355 4
68267 76564 51
76564 66340 23
79454 76887 51
46113 77036 51
77036 87816 16
62450 77284 51
77284 65177 9
77284 61762 21
65177 23504 32
37846 77402 51
24052 77636 51
20070 77801 51
25231 77824 51
13907 77955 51
11930 78050 51
38502 78363 51
54774 78379 51
78379 46535 21
78379 39188 34
46535 70788 42
91624 78673 51
9058 78939 51
78939 59097 28
59097 91994 8
91994 75118 41
71904 79007 51
79007 46762 49
46762 31343 7
56025 79233 51
79233 93342 29
36363 79308 51
79308 88606 49
24183 79342 51
74433 79481 51
19241 79513 51
11652 79557 51
79557 67058 19
77683 79607 51
41426 79848 51
79848 92697 32
92697 53653 45
11569 79908 51
13536 80031 51
69087 80087 51
42354 80119 51
7699 80209 51
80209 68192 23
80209 82121 39
80209 8137 47
8137 32650 4
1095 80211 51
50051 80401 51
29379 80443 51
48558 80475 51
32133 80555 51
80555 46849 3
46849 23982 42
23982 11264 40
9669 80647 51
53873 80916 51
38427 80932 51
80932 18548 44
23801 80955 51
53498 81229 51
1856 81245 51
81245 32831 17
72725 81329 51
81329 74264 30
75398 81417 51
6740 81902 51
7108 81926 51
23892 82148 51
73025 82177 51
98458 82228 51
30225 82263 51
14242 82442 51
82442 77611 14
24362 82460 51
2688 82483 51
50323 82595 51
82595 63904 13
63904 7381 31
82595 62458 44
63904 98246 50
60267 82909 51
59008 82968 51
96833 82998 51
82998 64285 1
71319 83190 51
83190 70499 3
45896 83358 51
65221 84111 51
82012 84402 51
2828 84594 51
71363 84669 51
4771 84707 51
91638 84709 51
37172 84721 51
11666 84828 51
84828 72059 35
61190 84924 51
84924 94822 1
94822 81445 7
56601 85004 51
29151 85071 51
85071 30082 1
2133 85123 51
68479 85144 51
35928 85263 51
15111 85306 51
63640 85334 51
78195 85386 51
9143 85444 51
43525 85465 51
73441 85508 51
73748 85642 51
85642 28629 30
28629 83576 22
61848 85779 51
68787 85820 51
85820 24404 9
11056 85828 51
52862 85867 51
96079 86171 51
26268 86179 51
86179 78322 40
78322 69510 1
78322 63709 51
64737 86282 51
56443 86359 51
75630 86417 51
42575 86448 51
13215 86729 51
9468 86962 51
58638 87061 51
10625 87278 51
87278 80773 10
87278 97916 36
5354 87288 51
97732 87589 51
71867 87728 51
90254 87947 51
56510 87972 51
50511 88188 51
74793 88346 51
88346 91517 46
32559 88422 51
81620 88574 51
88574 36823 27
92363 88656 51
46256 88735 51
40470 88781 51
50488 89055 51
89055 39682 43
42566 89076 51
17765 89197 51
81363 89216 51
23980 89219 51
89219 83603 21
14444 89238 51
89238 69068 20
8147 89587 51
27409 89614 51
89614 39696 12
39696 91016 25
83489 89678 51
5998 89687 51
89687 64609 23
38518 89897 51
29306 90276 51
34869 90582 51
13571 90664 51
24432 90757 51
90757 73318 5
40493 90985 51
90985 47483 49
47483 99240 16
99240 70530 28
18799 91061 51
15961 91077 51
30997 91092 51
60072 91143 51
91143 14612 35
14612 27098 25
20818 91386 51
70037 91505 51
91505 80739 34
80739 56646 18
36276 91585 51
49049 91724 51
2778 92457 51
92457 67001 2
67001 96400 12
92457 74354 21
96400 82856 26
82856 17975 5
17975 77832 40
17975 77114 44
74354 89647 49
3625 92677 51
92677 80361 14
20114 93001 51
33675 93084 51
93084 21683 39
58950 93547 51
93547 70155 7
46233 93619 51
53787 93642 51
93642 53300 47
53300 81640 32
14452 93697 51
93697 60187 42
60187 97850 32
37964 93779 51
98202 93813 51
21132 93871 51
5794 93990 51
80991 94097 51
14526 94248 51
77044 94300 51
61570 94302 51
94302 93229 15
93229 77374 34
77374 25487 45
25487 89887 10
70489 94363 51
6622 94634 51
24069 94908 51
34359 95074 51
95074 40746 44
40746 71840 40
27051 95419 51
45094 95549 51
68197 95556 51
40249 95569 51
47783 95586 51
31157 95812 51
1269 96164 51
1984 96316 51
40629 96385 51
51708 96461 51
96461 80017 23
39027 96467 51
59281 96522 51
72567 96530 51
96530 39302 24
96530 90989 32
10057 96669 51
6481 96840 51
66153 96903 51
25375 96954 51
9612 97400 51
51353 97431 51
70192 97494 51
36998 97900 51
97900 19857 47
19857 37459 18
13748 98138 51
90302 98427 51
20703 98434 51
98434 38517 46
40853 98595 51
98595 69850 30
69850 59550 1
8326 98624 51
98624 86970 3
98624 52114 39
28925 98702 51
98702 60040 23
60040 15225 48
49413 98739 51
36192 98815 51
1483 98933 51
98933 36839 42
36839 8343 15
36839 60485 32
60485 88238 46
6196 99015 51
99015 55928 27
85726 99502 51
34303 99607 51
4293 99799 51
19171 99854 51
58627 99983 51
99983 22227 16
260 262 52
262 3327 40
25835 909 52
41152 1033 52
10787 1077 52
76883 1099 52
1099 70546 26
70546 59352 24
14034 1583 52
1583 21005 12
1583 10921 48
10921 24257 6
24257 37420 6
15289 1713 52
45761 3058 52
3058 76125 26
1126 3075 52
2855 3413 52
10261 3583 52
3583 1085 48
7184 3600 52
4803 3927 52
3283 4000 52
796 4108 52
2345 4356 52
4356 10479 44
10479 26019 5
26019 89763 46
89763 10388 22
436 4388 52
21072 4399 52
4399 22133 49
4399 64139 50
8849 4423 52
45019 4551 52
4551 21248 17
16174 4614 52
4614 69040 50
2889 5055 52
1409 5820 52
11559 5919 52
298 6268 52
11436 6742 52
52294 6863 52
29956 7028 52
68504 7140 52
8974 7294 52
7294 35663 6
7294 42993 26
42993 89403 49
787 7306 52
4112 7655 52
56476 7801 52
7801 48965 23
7801 2791 32
2791 40118 3
71130 7874 52
7874 28992 13
7874 11699 45
11699 60287 32
11699 88935 46
2696 7945 52
57024 8008 52
8881 8077 52
96443 8322 52
8322 55198 27
8322 78089 48
3853 8991 52
8991 64994 1
5090 9124 52
9124 26708 7
50958 9193 52
9193 30223 32
30223 96321 48
15850 9312 52
9312 80397 1
80397 86488 12
80397 33697 21
86488 32313 22
33697 51030 34
51030 63232 19
32313 97028 42
4334 9962 52
19615 9988 52
9988 20875 15
9988 27849 37
20875 52177 44
7901 10335 52
10335 78687 43
55571 10470 52
10470 48849 3
5939 11039 52
19918 11193 52
11193 32102 12
43832 11401 52
11401 8971 35
28743 12018 52
19067 12097 52
27788 12566 52
6733 12580 52
12580 45693 44
45693 62423 4
62423 61981 25
1444 12645 52
91300 12735 52
9372 13032 52
13032 31144 49
31144 76063 3
31144 78940 4
76063 49354 12
49354 37090 4
52100 13533 52
13533 24494 27
24494 20452 48
6454 13638 52
87828 13664 52
63974 13745 52
20047 13867 52
2485 14294 52
6706 14407 52
25096 14513 52
14513 17505 21
48460 14584 52
6747 14604 52
52411 14697 52
57764 14853 52
14853 80486 41
80486 79545 27
41502 15019 52
12970 15292 52
11787 15335 52
91829 15367 52
15367 8006 52
79955 15371 52
1498 15471 52
15471 51035 17
11478 15868 52
15868 14669 45
36840 15932 52
6527 16142 52
53074 16426 52
15391 16671 52
16671 98079 23
85988 16734 52
16734 70740 2
513 17259 52
17259 83965 28
17259 46324 38
46324 61807 26
6625 17633 52
17633 99435 32
99435 31563 48
3502 17824 52
11948 18009 52
912 18169 52
18169 24405 12
18169 76005 22
24405 53945 29
18169 50071 38
50071 56240 15
50071 57153 17
57153 57520 6
57520 8466 48
18631 18254 52
34129 18968 52
18968 25099 4
80522 19189 52
93060 19567 52
19567 7832 7
19567 74521 51
74521 90015 51
4143 19736 52
19736 24254 12
24254 85978 22
24254 32878 25
85978 85091 25
24254 97084 47
85978 93396 49
26405 20186 52
18179 20413 52
6469 20426 52
20426 76311 15
20426 99248 25
44697 20457 52
88020 20949 52
20949 80203 32
8993 20985 52
10241 21116 52
33071 21589 52
21589 94014 15
241 22404 52
22404 28219 32
11534 22575 52
22575 49415 6
51698 23065 52
83124 23483 52
23483 16642 36
36724 23687 52
23687 72051 7
8715 23725 52
16519 23755 52
23755 44832 40
44832 52148 23
28548 23772 52
23772 55468 43
42857 23830 52
43355 24074 52
24074 2839 15
10891 24347 52
80035 25195 52
25195 31149 26
25195 96990 28
70064 25201 52
25201 95892 14
40008 25341 52
41427 25457 52
49728 25626 52
9520 25690 52
6896 25844 52
25844 30882 12
25844 72787 22
72787 71844 43
17082 25937 52
25937 53111 24
12679 26353 52
86471 26508 52
21144 27256 52
2038 27460 52
47649 27745 52
43009 28106 52
28106 26906 34
26906 16796 22
26906 71289 46
9270 28113 52
33566 28384 52
9096 28452 52
98592 28892 52
94914 28976 52
10799 29155 52
49097 29677 52
29677 98512 23
98512 72061 46
72061 93465 50
88176 29683 52
29683 44669 24
44669 97470 47
97470 84053 22
14368 30028 52
30028 88111 16
88111 56218 16
20619 30117 52
10114 30158 52
47749 30231 52
72514 30542 52
98808 30611 52
30611 66408 22
66408 97727 1
97727 8345 5
8345 95274 22
13551 30705 52
32703 30752 52
30752 22433 11
30752 69015 38
69015 27119 46
27119 44649 20
27119 64447 35
47426 30790 52
30790 81491 15
14988 30814 52
48067 30837 52
90299 30881 52
7822 30965 52
77490 31260 52
5971 31411 52
31411 31056 25
8530 31790 52
8968 31866 52
37353 31927 52
25689 31928 52
31928 48970 48
77334 31989 52
14495 32532 52
32532 97128 7
2972 32766 52
32766 14434 41
14434 89851 19
89851 27830 34
14434 69149 41
69149 58934 20
23523 32902 52
4795 33309 52
20770 33385 52
45605 33513 52
13115 33747 52
33747 20864 20
16779 34021 52
34021 44208 33
31844 34211 52
3471 34504 52
34504 69051 5
34504 2975 43
42439 34732 52
34732 25400 24
25400 43963 1
30639 34888 52
49324 34948 52
24564 35223 52
35223 47536 11
30536 35252 52
14618 35572 52
35572 81458 13
20768 35576 52
9367 35751 52
10936 35974 52
34945 36317 52
60979 36364 52
63706 36424 52
36424 22778 37
15455 36518 52
54304 36663 52
36663 1003 16
97156 36929 52
36929 52980 12
36929 31289 13
39957 36969 52
36969 7815 3
40482 37284 52
492 37285 52
9070 37309 52
37309 13320 28
16030 37637 52
37637 54172 49
39516 37735 52
37735 90344 2
6272 37815 52
74928 37850 52
62908 37950 52
37950 36534 19
37950 71789 23
71789 43388 12
37950 7604 34
7604 10080 24
37950 51156 37
36534 30898 52
30898 80143 19
30898 25538 31
25538 80794 29
94525 38058 52
9437 38080 52
38080 31245 11
38080 15222 13
8033 38212 52
52084 38214 52
38214 84244 16
2615 38234 52
54145 38389 52
38389 33060 31
51700 38989 52
38989 89141 36
89141 23796 15
23796 43179 14
23796 54595 18
13728 39004 52
96468 39024 52
21187 39130 52
9291 39267 52
29983 39452 52
35132 39460 52
39460 57540 23
30163 39589 52
32889 39931 52
39931 67369 13
39931 51865 26
12242 40257 52
81130 40304 52
40304 95082 42
38859 40391 52
40391 68275 8
40391 52546 30
52546 96797 6
62977 40405 52
40405 11143 45
11143 54095 34
84711 40589 52
40589 90107 47
4399 40764 52
46769 40802 52
40802 50585 5
50585 58160 47
78220 41196 52
31890 41395 52
41395 79959 46
28302 41729 52
616 42291 52
91361 42529 52
42529 23489 10
35489 42613 52
42613 61231 33
42533 42662 52
51207 43092 52
17529 43397 52
59998 43518 52
43518 38376 10
75662 43586 52
41199 43882 52
85310 44165 52
5109 44394 52
64237 44470 52
46010 44482 52
36974 44502 52
15258 44665 52
25140 44684 52
44684 66529 22
66529 11507 2
80130 44858 52
86724 44867 52
89391 44936 52
78885 44998 52
44998 35331 38
70769 45131 52
9067 45241 52
8840 45292 52
45292 69047 24
34840 45314 52
93188 45344 52
37435 45642 52
33476 45724 52
45724 35463 3
35463 2624 16
35463 93132 22
2624 55929 38
45724 70256 47
70256 58691 25
58691 12402 13
70256 90312 43
12402 42778 47
19500 45753 52
45753 37091 37
89532 45817 52
45817 66790 39
57573 45842 52
45842 56467 16
9970 45856 52
85848 46188 52
46188 40330 39
40330 48526 22
76398 46246 52
35629 46276 52
8193 46731 52
46731 38662 43
13293 46818 52
35018 46858 52
27071 47035 52
21285 47300 52
47300 77830 51
12909 47341 52
47341 53876 26
71464 47707 52
36339 48100 52
13527 48364 52
48364 85612 26
65600 48919 52
48919 22841 24
80451 48948 52
48948 93036 39
43823 49007 52
23843 49033 52
2171 49079 52
69832 49385 52
69724 49409 52
9065 49430 52
15464 49562 52
49562 3963 28
3963 16938 19
61191 49683 52
33175 49941 52
58457 50040 52
95358 50163 52
10200 50261 52
22919 50284 52
50284 57002 2
57002 83537 2
69918 50491 52
17562 50609 52
5203 50635 52
50635 35806 3
35806 73956 14
35806 26324 30
26324 83807 29
35806 45096 52
67260 50723 52
7802 50803 52
97363 50843 52
92823 50881 52
86650 51006 52
30589 51174 52
51174 54939 23
75030 51549 52
51549 49542 1
64750 51684 52
30759 51787 52
51787 94597 45
57057 51877 52
99539 51920 52
51920 85418 7
51920 91286 30
51920 83080 49
71530 51947 52
30797 52013 52
8542 52015 52
41874 52051 52
16129 52145 52
56248 52588 52
52588 41058 37
6788 52717 52
10579 52723 52
52723 95406 39
95406 23320 42
26843 52846 52
52846 46671 8
91654 52882 52
52882 80216 3
52882 94029 14
52882 69049 15
52882 16744 25
72201 53137 52
53137 38841 35
38841 75918 2
57105 53156 52
50424 53407 52
42135 53809 52
89902 54395 52
32329 54556 52
85319 54741 52
54741 49873 50
44779 54852 52
54852 57216 46
47743 54884 52
46070 54971 52
57176 55006 52
55006 77947 16
31007 55103 52
49346 55223 52
57504 55234 52
39876 55246 52
18727 55301 52
55301 88448 49
88448 41373 7
88448 86825 14
11821 55368 52
71012 55369 52
55369 20222 2
20222 45376 51
18267 55473 52
55473 80727 36
80727 62378 23
47015 55827 52
55827 86487 42
66358 56441 52
56441 64618 12
7863 56909 52
47533 56960 52
22336 56965 52
49235 57098 52
76145 57267 52
57267 77071 13
76555 57390 52
68993 57543 52
30611 57903 52
48989 57980 52
22784 58002 52
15708 58068 52
71738 58229 52
55797 58440 52
45846 58751 52
85317 58933 52
59497 58948 52
32479 58949 52
25208 59230 52
59230 82292 27
67569 59233 52
58277 59338 52
13732 59596 52
59596 66547 33
59596 19572 39
10941 59736 52
7832 59858 52
88503 59977 52
59977 69129 16
14032 60422 52
60422 96599 42
56004 60750 52
60750 57456 24
60750 63941 26
63941 41907 40
41907 6406 9
41907 59078 31
59078 73009 35
82159 61186 52
61186 5318 16
20965 61353 52
46610 61575 52
61575 86889 10
92136 61899 52
23927 62003 52
3427 62214 52
62214 11389 40
11389 55662 47
72290 62370 52
41043 62645 52
14197 62688 52
62688 32319 7
41717 62782 52
30520 62788 52
2062 63106 52
31017 63313 52
63313 83177 38
88149 63335 52
89029 63668 52
87929 63998 52
29846 64098 52
64098 69816 46
64859 64149 52
65950 64349 52
58885 64492 52
57235 64506 52
13186 64555 52
67997 64999 52
44565 65370 52
65370 66633 10
51402 65402 52
20467 65710 52
65710 16394 13
16394 8063 20
8063 6358 25
6358 55687 17
24305 65726 52
75310 65815 52
3168 65852 52
65852 62090 50
62090 84565 49
55793 66035 52
66035 99643 37
99643 58415 39
10224 66077 52
88996 66089 52
66089 40561 50
85344 66428 52
66428 42264 45
42264 52720 34
34733 66443 52
4124 66707 52
90785 66848 52
42549 67012 52
91327 67049 52
53448 67162 52
67162 52891 50
11527 67185 52
68127 67472 52
21069 67637 52
25496 67835 52
6382 68222 52
86326 68513 52
54422 68642 52
68642 58155 1
65774 68965 52
68965 54476 46
1096 69525 52
48460 69737 52
8026 69789 52
49312 69942 52
45887 69944 52
43273 69957 52
69957 35592 49
57592 70085 52
2297 70245 52
64888 70354 52
15814 70368 52
30750 70664 52
64812 70739 52
24266 70924 52
4192 70998 52
75792 71091 52
84090 71119 52
22371 71312 52
6026 71315 52
5759 71458 52
71458 63290 47
63290 32451 52
33362 71552 52
97628 71837 52
71837 83529 15
43754 71896 52
38910 72492 52
72492 40098 6
24770 72548 52
53887 72695 52
72695 78249 6
78249 89212 15
89212 97507 21
11252 72702 52
72702 51379 50
22151 72714 52
72714 48969 18
48969 11305 35
79985 72912 52
72912 80968 8
80968 81553 27
54066 73029 52
38377 73357 52
83273 73397 52
33710 73485 52
56238 73785 52
84066 73895 52
61638 74174 52
74174 68495 3
26258 74206 52
80154 74231 52
74231 3013 30
3013 30377 13
3013 11123 18
11123 23441 3
11123 55169 28
11123 16006 49
16006 17757 28
16006 99387 46
5001 74270 52
94430 74350 52
37365 74428 52
42277 74484 52
74484 84862 35
49580 74620 52
60155 74875 52
69942 75062 52
75062 36637 42
31530 75073 52
22669 75173 52
59745 75180 52
75180 60614 51
60614 36900 14
2249 75181 52
49760 75220 52
88324 75246 52
93976 75362 52
29979 75614 52
9205 75669 52
72998 75837 52
1317 75856 52
2629 75988 52
58522 76196 52
32566 76441 52
76441 58300 23
19796 76660 52
6317 76692 52
40235 76992 52
76992 50210 46
50210 82477 19
68474 77057 52
77057 68848 12
68848 84139 43
77057 74317 50
80851 77148 52
26153 77203 52
77203 96841 32
77203 49043 40
43826 77521 52
12787 77536 52
31772 77912 52
18742 78088 52
78088 76120 25
388 78440 52
5051 78582 52
82922 78933 52
13146 78946 52
26381 79453 52
79453 44449 33
79453 43717 47
43717 80886 50
80886 72270 46
72270 18256 6
72270 32104 19
32104 27320 6
18256 19327 26
43717 25164 52
1540 79483 52
82932 79564 52
30815 79728 52
79728 51186 23
51186 84408 28
51186 68191 30
79072 79751 52
52356 79768 52
79768 95774 20
95774 56269 1
95774 37010 43
37010 95381 31
12338 79770 52
79770 65131 38
65131 97195 28
20104 79790 52
47783 79911 52
65921 80019 52
81514 80089 52
24889 80234 52
57964 80256 52
45154 80354 52
70932 80373 52
17601 80629 52
80629 16683 33
16683 37635 20
77951 80657 52
72846 80940 52
33330 81000 52
39866 81010 52
45096 81391 52
81391 68218 29
68218 93546 35
81391 46406 41
46406 18125 17
93546 33259 43
33259 48316 38
48316 71994 38
71994 83793 40
55507 81439 52
23926 81822 52
34654 81858 52
81858 61424 1
61424 38927 11
80006 82089 52
68411 82150 52
54696 82381 52
61126 82587 52
82587 35327 14
65350 82593 52
23378 82651 52
59630 82715 52
5872 82749 52
39181 82866 52
71116 83031 52
83031 44606 27
73003 83517 52
75459 83546 52
30284 83659 52
56214 83699 52
53392 83900 52
76730 84038 52
86226 84159 52
84159 93858 19
6536 84184 52
59994 84230 52
84230 64758 31
46965 84387 52
6807 84443 52
45209 84593 52
41062 84804 52
84804 28257 26
27360 84886 52
23709 84983 52
84983 93938 48
3714 85186 52
35908 85761 52
81716 85793 52
48507 85803 52
40135 86247 52
72667 86442 52
75384 86568 52
71261 86596 52
54647 86610 52
18197 86660 52
52769 86896 52
86896 53507 26
53507 64495 28
65711 86913 52
77238 87186 52
84258 87247 52
87247 35377 23
87247 63927 47
51986 87452 52
78023 87635 52
74753 87964 52
87964 63192 39
73842 88230 52
27730 88254 52
88254 42151 4
42151 5016 39
97804 88298 52
55471 88366 52
12857 88395 52
32523 88688 52
